caseid,midprice
143,3.356258958
144,3.364502042
145,3.355503386
146,3.355667576
147,3.351942201
148,3.352299494
149,3.347791208
150,3.349849708
151,3.359701512
152,3.359660294
153,3.359596375
154,3.360776934
155,3.358997697
156,3.359330107
157,3.368865103
158,3.364961612
159,3.366130163
160,3.36383459
161,3.355821056
162,3.359949277
163,3.356691657
164,3.354805623
165,3.355846494
166,3.357427765
167,3.357844864
168,3.362600844
169,3.358975546
170,3.352486961
171,3.350716799
172,3.347572076
173,3.345830267
174,3.347140394
175,3.345640719
176,3.3430012
177,3.345491547
178,3.348775335
179,3.34875322
180,3.350282936
181,3.344876333
182,3.340778564
183,3.345794664
184,3.348829342
185,3.350797562
186,3.349708864
187,3.360916867
188,3.363762126
189,3.366629707
190,3.361793501
191,3.362570542
192,3.360468341
193,3.359752893
194,3.362723164
195,3.360081448
196,3.365174203
197,3.359178989
198,3.358110664
199,3.356032345
200,3.354833563
201,3.352660996
202,3.353423077
203,3.353889783
204,3.353349181
205,3.352155429
206,3.354332994
207,3.352808496
208,3.355773968
209,3.355316072
210,3.354547584
211,3.349415158
212,3.348687775
213,3.348782274
214,3.351397215
215,3.350469533
216,3.348735948
217,3.347479029
218,3.346441238
219,3.347608439
220,3.345949902
221,3.342665699
222,3.344211117
223,3.344614288
224,3.343252612
225,3.344705801
226,3.348545595
227,3.349888187
228,3.347958608
229,3.341480295
230,3.338690891
231,3.33739301
232,3.341362016
233,3.341127331
234,3.343100438
235,3.343171385
236,3.343962175
237,3.345324929
238,3.348726805
239,3.358242434
240,3.354728603
241,3.351442154
242,3.350617756
243,3.351787707
244,3.366803947
245,3.369318689
246,3.375450938
247,3.368969913
248,3.36903507
249,3.367405392
250,3.37002519
251,3.375157509
252,3.374003292
253,3.36969068
254,3.366960544
255,3.362571364
256,3.361473006
257,3.362510122
258,3.357752654
259,3.354427115
260,3.353644702
261,3.351947741
262,3.353095628
263,3.352606659
264,3.353624801
265,3.349448737
266,3.344442112
267,3.344434466
268,3.337936806
269,3.331021718
270,3.334745163
271,3.332143745
272,3.332216429
273,3.331866403
274,3.319459792
275,3.321543415
276,3.322932345
277,3.329917668
278,3.330922781
279,3.326668141
280,3.327671948
281,3.330293779
282,3.329614543
283,3.335170256
284,3.336728853
285,3.340281442
286,3.337825948
287,3.33799841
288,3.33842576
289,3.33711018
290,3.33744915
291,3.337794617
292,3.342095785
293,3.350933141
294,3.354180309
295,3.351711151
296,3.351824034
297,3.349868346
298,3.351731974
299,3.347627539
300,3.34765783
301,3.347780485
302,3.344910783
303,3.345339755
304,3.345913932
305,3.340536286
306,3.339839161
307,3.340554588
308,3.341082976
309,3.342720401
310,3.341835551
311,3.354789759
312,3.353839954
313,3.348445073
314,3.345709532
315,3.34324217
316,3.341987714
317,3.339997928
318,3.341546352
319,3.340849202
320,3.344926414
321,3.347704104
322,3.346153054
323,3.345321323
324,3.344138985
325,3.342978719
326,3.342562968
327,3.339372014
328,3.337064175
329,3.340333396
330,3.339868149
331,3.342879807
332,3.344751968
333,3.243624842
334,3.247099382
335,3.261191619
336,3.255761175
337,3.254183609
338,3.263218293
339,3.256260139
